Date,SKU,Category,Subcategory,Forecast_Units,Forecast_Revenue,Promotion,is_holiday
2026-01-08,SKU049,Lighting,Organizer,23.33,121861.22,0,0
2026-01-08,SKU050,Storage,Sofa,6.54,5772.99,0,0
2026-01-09,SKU001,Furniture,Chair,13.39,49061.63,0,0
2026-01-09,SKU002,Home Decor,Table,8.99,34213.15,0,0
2026-01-09,SKU003,Kitchen,Cushion,5.59,45157.31,0,0
2026-01-09,SKU004,Lighting,Cookware,4.81,33004.15,0,0
2026-01-09,SKU005,Storage,Lamp,16.74,158916.5,0,0
2026-01-09,SKU006,Furniture,Shelf,6.54,53013.5,0,0
2026-01-09,SKU007,Home Decor,Cabinet,23.22,118749.17,0,0
2026-01-09,SKU008,Kitchen,Rug,15.88,156301.12,0,0
2026-01-09,SKU009,Lighting,Organizer,10.66,24911.25,0,0
2026-01-09,SKU010,Storage,Sofa,16.93,11232.38,0,0
2026-01-09,SKU011,Furniture,Chair,2.91,4203.67,0,0
2026-01-09,SKU012,Home Decor,Table,24.79,217640.58,0,0
2026-01-09,SKU013,Kitchen,Cushion,13.47,77557.3,0,0
2026-01-09,SKU014,Lighting,Cookware,19.15,43484.86,0,0
2026-01-09,SKU015,Storage,Lamp,4.03,25034.84,0,0
2026-01-09,SKU016,Furniture,Shelf,13.03,28233.66,0,0
2026-01-09,SKU017,Home Decor,Cabinet,13.51,114528.59,0,0
2026-01-09,SKU018,Kitchen,Rug,23.28,129795.54,0,0
2026-01-09,SKU019,Lighting,Organizer,16.49,79479.33,0,0
2026-01-09,SKU020,Storage,Sofa,13.33,51954.21,0,0
2026-01-09,SKU021,Furniture,Chair,8.05,62075.8,0,0
2026-01-09,SKU022,Home Decor,Table,9.96,45786.42,0,0
2026-01-09,SKU023,Kitchen,Cushion,14.45,20471.89,0,0
2026-01-09,SKU024,Lighting,Cookware,11.67,20642.71,0,0
2026-01-09,SKU025,Storage,Lamp,2.91,33633.81,0,0
2026-01-09,SKU026,Furniture,Shelf,21.0,229730.34,0,0
2026-01-09,SKU027,Home Decor,Cabinet,24.37,207549.54,0,0
2026-01-09,SKU028,Kitchen,Rug,4.79,16688.79,0,0
2026-01-09,SKU029,Lighting,Organizer,15.4,179293.73,0,0
2026-01-09,SKU030,Storage,Sofa,4.63,43677.15,0,0
2026-01-09,SKU031,Furniture,Chair,18.15,158194.13,0,0
2026-01-09,SKU032,Home Decor,Table,8.64,48492.78,0,0
2026-01-09,SKU033,Kitchen,Cushion,16.92,60201.36,0,0
2026-01-09,SKU034,Lighting,Cookware,18.83,28586.58,0,0
2026-01-09,SKU035,Storage,Lamp,19.9,216316.78,0,0
2026-01-09,SKU036,Furniture,Shelf,4.69,26672.03,0,0
2026-01-09,SKU037,Home Decor,Cabinet,22.89,62888.44,0,0
2026-01-09,SKU038,Kitchen,Rug,7.72,30487.05,0,0
2026-01-09,SKU039,Lighting,Organizer,3.12,22211.12,0,0
2026-01-09,SKU040,Storage,Sofa,14.16,34699.93,0,0
2026-01-09,SKU041,Furniture,Chair,10.53,108845.77,0,0
2026-01-09,SKU042,Home Decor,Table,22.32,205317.89,0,0
2026-01-09,SKU043,Kitchen,Cushion,21.37,186897.1,0,0
2026-01-09,SKU044,Lighting,Cookware,8.82,47736.31,0,0
2026-01-09,SKU045,Storage,Lamp,23.7,181939.69,0,0
2026-01-09,SKU046,Furniture,Shelf,8.63,61924.91,0,0
2026-01-09,SKU047,Home Decor,Cabinet,14.15,112325.81,0,0
2026-01-09,SKU048,Kitchen,Rug,7.76,10705.31,0,0
2026-01-09,SKU049,Lighting,Organizer,23.74,124002.8,0,0
2026-01-09,SKU050,Storage,Sofa,6.44,5684.72,0,0
2026-01-10,SKU001,Furniture,Chair,14.73,53971.46,0,0
2026-01-10,SKU002,Home Decor,Table,9.89,37638.27,0,0
2026-01-10,SKU003,Kitchen,Cushion,5.71,46126.69,0,0
2026-01-10,SKU004,Lighting,Cookware,5.29,36297.71,0,0
2026-01-10,SKU005,Storage,Lamp,18.15,172301.94,0,0
2026-01-10,SKU006,Furniture,Shelf,6.97,56499.1,0,0
2026-01-10,SKU007,Home Decor,Cabinet,27.2,139103.25,0,0
2026-01-10,SKU008,Kitchen,Rug,17.76,174805.29,0,0
2026-01-10,SKU009,Lighting,Organizer,11.71,27364.98,0,0
2026-01-10,SKU010,Storage,Sofa,18.04,11968.82,0,0
2026-01-10,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-10,SKU012,Home Decor,Table,28.79,252758.06,0,0
2026-01-10,SKU013,Kitchen,Cushion,14.38,82796.88,0,0
2026-01-10,SKU014,Lighting,Cookware,20.68,46959.11,0,0
2026-01-10,SKU015,Storage,Lamp,4.45,27643.93,0,0
2026-01-10,SKU016,Furniture,Shelf,15.09,32697.31,0,0
2026-01-10,SKU017,Home Decor,Cabinet,15.05,127583.67,0,0
2026-01-10,SKU018,Kitchen,Rug,27.54,153546.79,0,0
2026-01-10,SKU019,Lighting,Organizer,18.12,87335.68,0,0
2026-01-10,SKU020,Storage,Sofa,14.88,57995.4,0,0
2026-01-10,SKU021,Furniture,Chair,8.55,65931.44,0,0
2026-01-10,SKU022,Home Decor,Table,11.29,51900.47,0,0
2026-01-10,SKU023,Kitchen,Cushion,15.78,22356.16,0,0
2026-01-10,SKU024,Lighting,Cookware,13.26,23455.22,0,0
2026-01-10,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-10,SKU026,Furniture,Shelf,24.49,267909.33,0,0
2026-01-10,SKU027,Home Decor,Cabinet,28.62,243745.09,0,0
2026-01-10,SKU028,Kitchen,Rug,5.13,17873.38,0,0
2026-01-10,SKU029,Lighting,Organizer,16.84,196058.86,0,0
2026-01-10,SKU030,Storage,Sofa,4.92,46412.87,0,0
2026-01-10,SKU031,Furniture,Chair,19.11,166561.42,0,0
2026-01-10,SKU032,Home Decor,Table,9.66,54217.62,0,0
2026-01-10,SKU033,Kitchen,Cushion,18.34,65253.72,0,0
2026-01-10,SKU034,Lighting,Cookware,20.63,31319.23,0,0
2026-01-10,SKU035,Storage,Lamp,22.96,249579.56,0,0
2026-01-10,SKU036,Furniture,Shelf,5.1,29003.7,0,0
2026-01-10,SKU037,Home Decor,Cabinet,26.57,72998.95,0,0
2026-01-10,SKU038,Kitchen,Rug,8.27,32659.06,0,0
2026-01-10,SKU039,Lighting,Organizer,3.35,23848.48,0,0
2026-01-10,SKU040,Storage,Sofa,15.59,38204.23,0,0
2026-01-10,SKU041,Furniture,Chair,11.67,120629.64,0,0
2026-01-10,SKU042,Home Decor,Table,25.71,236501.92,0,0
2026-01-10,SKU043,Kitchen,Cushion,24.57,214883.57,0,0
2026-01-10,SKU044,Lighting,Cookware,10.33,55908.85,0,0
2026-01-10,SKU045,Storage,Lamp,26.78,205584.17,0,0
2026-01-10,SKU046,Furniture,Shelf,9.41,67521.83,0,0
2026-01-10,SKU047,Home Decor,Cabinet,15.34,121772.29,0,0
2026-01-10,SKU048,Kitchen,Rug,8.2,11312.31,0,0
2026-01-10,SKU049,Lighting,Organizer,27.18,141971.2,0,0
2026-01-10,SKU050,Storage,Sofa,6.95,6134.9,0,0
2026-01-11,SKU001,Furniture,Chair,14.87,54484.42,0,0
2026-01-11,SKU002,Home Decor,Table,9.99,38018.84,0,0
2026-01-11,SKU003,Kitchen,Cushion,5.71,46126.69,0,0
2026-01-11,SKU004,Lighting,Cookware,5.29,36297.71,0,0
2026-01-11,SKU005,Storage,Lamp,18.23,173061.4,0,0
2026-01-11,SKU006,Furniture,Shelf,7.04,57066.52,0,0
2026-01-11,SKU007,Home Decor,Cabinet,27.11,138642.98,0,0
2026-01-11,SKU008,Kitchen,Rug,18.08,177954.93,0,0
2026-01-11,SKU009,Lighting,Organizer,11.6,27107.92,0,0
2026-01-11,SKU010,Storage,Sofa,18.04,11968.82,0,0
2026-01-11,SKU011,Furniture,Chair,3.19,4608.15,0,0
2026-01-11,SKU012,Home Decor,Table,28.31,248543.96,0,0
2026-01-11,SKU013,Kitchen,Cushion,14.41,82969.61,0,0
2026-01-11,SKU014,Lighting,Cookware,20.92,47504.09,0,0
2026-01-11,SKU015,Storage,Lamp,4.41,27395.45,0,0
2026-01-11,SKU016,Furniture,Shelf,15.12,32762.32,0,0
2026-01-11,SKU017,Home Decor,Cabinet,15.42,130720.27,0,0
2026-01-11,SKU018,Kitchen,Rug,27.46,153100.76,0,0
2026-01-11,SKU019,Lighting,Organizer,18.2,87721.27,0,0
2026-01-11,SKU020,Storage,Sofa,14.91,58112.32,0,0
2026-01-11,SKU021,Furniture,Chair,8.57,66085.67,0,0
2026-01-11,SKU022,Home Decor,Table,11.18,51394.8,0,0
2026-01-11,SKU023,Kitchen,Cushion,15.72,22271.15,0,0
2026-01-11,SKU024,Lighting,Cookware,13.41,23720.55,0,0
2026-01-11,SKU025,Storage,Lamp,3.19,36870.05,0,0
2026-01-11,SKU026,Furniture,Shelf,24.82,271519.38,0,0
2026-01-11,SKU027,Home Decor,Cabinet,28.62,243745.09,0,0
2026-01-11,SKU028,Kitchen,Rug,5.21,18152.11,0,0
2026-01-11,SKU029,Lighting,Organizer,16.6,193264.67,0,0
2026-01-11,SKU030,Storage,Sofa,4.92,46412.87,0,0
2026-01-11,SKU031,Furniture,Chair,19.5,169960.64,0,0
2026-01-11,SKU032,Home Decor,Table,10.03,56294.28,0,0
2026-01-11,SKU033,Kitchen,Cushion,18.43,65573.94,0,0
2026-01-11,SKU034,Lighting,Cookware,20.36,30909.33,0,0
2026-01-11,SKU035,Storage,Lamp,23.42,254579.85,0,0
2026-01-11,SKU036,Furniture,Shelf,5.03,28605.61,0,0
2026-01-11,SKU037,Home Decor,Cabinet,26.56,72971.48,0,0
2026-01-11,SKU038,Kitchen,Rug,8.19,32343.13,0,0
2026-01-11,SKU039,Lighting,Organizer,3.35,23848.48,0,0
2026-01-11,SKU040,Storage,Sofa,15.68,38424.78,0,0
2026-01-11,SKU041,Furniture,Chair,11.7,120939.74,0,0
2026-01-11,SKU042,Home Decor,Table,26.42,243033.09,0,0
2026-01-11,SKU043,Kitchen,Cushion,24.74,216370.35,0,0
2026-01-11,SKU044,Lighting,Cookware,10.27,55584.12,0,0
2026-01-11,SKU045,Storage,Lamp,26.74,205277.1,0,0
2026-01-11,SKU046,Furniture,Shelf,9.42,67593.59,0,0
2026-01-11,SKU047,Home Decor,Cabinet,15.29,121375.38,0,0
2026-01-11,SKU048,Kitchen,Rug,8.35,11519.24,0,0
2026-01-11,SKU049,Lighting,Organizer,27.07,141396.63,0,0
2026-01-11,SKU050,Storage,Sofa,7.26,6408.55,0,0
2026-01-12,SKU001,Furniture,Chair,13.43,49208.19,0,0
2026-01-12,SKU002,Home Decor,Table,8.87,33756.47,0,0
2026-01-12,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-12,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-12,SKU005,Storage,Lamp,16.52,156827.99,0,0
2026-01-12,SKU006,Furniture,Shelf,6.54,53013.5,0,0
2026-01-12,SKU007,Home Decor,Cabinet,22.45,114811.32,0,0
2026-01-12,SKU008,Kitchen,Rug,16.28,160238.18,0,0
2026-01-12,SKU009,Lighting,Organizer,10.33,24140.07,0,0
2026-01-12,SKU010,Storage,Sofa,16.86,11185.94,0,0
2026-01-12,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-12,SKU012,Home Decor,Table,23.29,204471.53,0,0
2026-01-12,SKU013,Kitchen,Cushion,12.87,74102.63,0,0
2026-01-12,SKU014,Lighting,Cookware,18.92,42962.59,0,0
2026-01-12,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-12,SKU016,Furniture,Shelf,13.45,29143.73,0,0
2026-01-12,SKU017,Home Decor,Cabinet,13.59,115206.78,0,0
2026-01-12,SKU018,Kitchen,Rug,23.26,129684.04,0,0
2026-01-12,SKU019,Lighting,Organizer,16.4,79045.54,0,0
2026-01-12,SKU020,Storage,Sofa,13.34,51993.18,0,0
2026-01-12,SKU021,Furniture,Chair,8.06,62152.92,0,0
2026-01-12,SKU022,Home Decor,Table,9.93,45648.51,0,0
2026-01-12,SKU023,Kitchen,Cushion,14.63,20726.91,0,0
2026-01-12,SKU024,Lighting,Cookware,11.63,20571.96,0,0
2026-01-12,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-12,SKU026,Furniture,Shelf,21.57,235965.88,0,0
2026-01-12,SKU027,Home Decor,Cabinet,23.8,202695.08,0,0
2026-01-12,SKU028,Kitchen,Rug,4.83,16828.15,0,0
2026-01-12,SKU029,Lighting,Organizer,15.35,178711.61,0,0
2026-01-12,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-12,SKU031,Furniture,Chair,17.58,153226.05,0,0
2026-01-12,SKU032,Home Decor,Table,9.03,50681.69,0,0
2026-01-12,SKU033,Kitchen,Cushion,16.87,60023.46,0,0
2026-01-12,SKU034,Lighting,Cookware,18.74,28449.94,0,0
2026-01-12,SKU035,Storage,Lamp,20.83,226426.06,0,0
2026-01-12,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-12,SKU037,Home Decor,Cabinet,22.35,61404.84,0,0
2026-01-12,SKU038,Kitchen,Rug,7.65,30210.62,0,0
2026-01-12,SKU039,Lighting,Organizer,3.11,22139.93,0,0
2026-01-12,SKU040,Storage,Sofa,13.94,34160.81,0,0
2026-01-12,SKU041,Furniture,Chair,10.64,109982.81,0,0
2026-01-12,SKU042,Home Decor,Table,23.15,212952.91,0,0
2026-01-12,SKU043,Kitchen,Cushion,21.52,188208.97,0,0
2026-01-12,SKU044,Lighting,Cookware,9.29,50280.08,0,0
2026-01-12,SKU045,Storage,Lamp,22.68,174109.37,0,0
2026-01-12,SKU046,Furniture,Shelf,8.62,61853.15,0,0
2026-01-12,SKU047,Home Decor,Cabinet,14.66,116374.31,0,0
2026-01-12,SKU048,Kitchen,Rug,7.85,10829.47,0,0
2026-01-12,SKU049,Lighting,Organizer,22.97,119980.81,0,0
2026-01-12,SKU050,Storage,Sofa,6.61,5834.78,0,0
2026-01-13,SKU001,Furniture,Chair,12.94,47412.81,0,0
2026-01-13,SKU002,Home Decor,Table,8.91,33908.7,0,0
2026-01-13,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-13,SKU004,Lighting,Cookware,4.53,31082.91,0,0
2026-01-13,SKU005,Storage,Lamp,16.45,156163.47,0,0
2026-01-13,SKU006,Furniture,Shelf,6.54,53013.5,0,0
2026-01-13,SKU007,Home Decor,Cabinet,22.8,116601.25,0,0
2026-01-13,SKU008,Kitchen,Rug,16.14,158860.21,0,0
2026-01-13,SKU009,Lighting,Organizer,10.37,24233.55,0,0
2026-01-13,SKU010,Storage,Sofa,16.78,11132.86,0,0
2026-01-13,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-13,SKU012,Home Decor,Table,23.39,205349.46,0,0
2026-01-13,SKU013,Kitchen,Cushion,13.04,75081.45,0,0
2026-01-13,SKU014,Lighting,Cookware,18.97,43076.13,0,0
2026-01-13,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-13,SKU016,Furniture,Shelf,13.31,28840.37,0,0
2026-01-13,SKU017,Home Decor,Cabinet,13.81,117071.79,0,0
2026-01-13,SKU018,Kitchen,Rug,23.17,129182.25,0,0
2026-01-13,SKU019,Lighting,Organizer,16.5,79527.53,0,0
2026-01-13,SKU020,Storage,Sofa,13.22,51525.48,0,0
2026-01-13,SKU021,Furniture,Chair,8.07,62230.03,0,0
2026-01-13,SKU022,Home Decor,Table,9.82,45142.83,0,0
2026-01-13,SKU023,Kitchen,Cushion,15.07,21350.27,0,0
2026-01-13,SKU024,Lighting,Cookware,11.63,20571.96,0,0
2026-01-13,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-13,SKU026,Furniture,Shelf,22.36,244608.11,0,0
2026-01-13,SKU027,Home Decor,Cabinet,23.63,201247.26,0,0
2026-01-13,SKU028,Kitchen,Rug,4.78,16653.95,0,0
2026-01-13,SKU029,Lighting,Organizer,15.6,181622.22,0,0
2026-01-13,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-13,SKU031,Furniture,Chair,17.97,156625.26,0,0
2026-01-13,SKU032,Home Decor,Table,9.03,50681.69,0,0
2026-01-13,SKU033,Kitchen,Cushion,16.79,59738.82,0,0
2026-01-13,SKU034,Lighting,Cookware,18.6,28237.4,0,0
2026-01-13,SKU035,Storage,Lamp,20.93,227513.08,0,0
2026-01-13,SKU036,Furniture,Shelf,4.68,26615.16,0,0
2026-01-13,SKU037,Home Decor,Cabinet,22.48,61762.0,0,0
2026-01-13,SKU038,Kitchen,Rug,7.91,31237.38,0,0
2026-01-13,SKU039,Lighting,Organizer,3.11,22139.93,0,0
2026-01-13,SKU040,Storage,Sofa,13.8,33817.73,0,0
2026-01-13,SKU041,Furniture,Chair,10.52,108742.4,0,0
2026-01-13,SKU042,Home Decor,Table,22.95,211113.15,0,0
2026-01-13,SKU043,Kitchen,Cushion,21.75,190220.5,0,0
2026-01-13,SKU044,Lighting,Cookware,9.29,50280.08,0,0
2026-01-13,SKU045,Storage,Lamp,22.6,173495.23,0,0
2026-01-13,SKU046,Furniture,Shelf,8.64,61996.67,0,0
2026-01-13,SKU047,Home Decor,Cabinet,13.84,109864.96,0,0
2026-01-13,SKU048,Kitchen,Rug,7.89,10884.65,0,0
2026-01-13,SKU049,Lighting,Organizer,23.13,120816.55,0,0
2026-01-13,SKU050,Storage,Sofa,6.65,5870.09,0,0
2026-01-14,SKU001,Furniture,Chair,13.15,48182.26,0,0
2026-01-14,SKU002,Home Decor,Table,9.02,34327.32,0,0
2026-01-14,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-14,SKU004,Lighting,Cookware,4.53,31082.91,0,0
2026-01-14,SKU005,Storage,Lamp,16.72,158726.64,0,0
2026-01-14,SKU006,Furniture,Shelf,6.53,52932.44,0,0
2026-01-14,SKU007,Home Decor,Cabinet,23.27,119004.87,0,0
2026-01-14,SKU008,Kitchen,Rug,15.62,153742.04,0,0
2026-01-14,SKU009,Lighting,Organizer,10.55,24654.19,0,0
2026-01-14,SKU010,Storage,Sofa,16.51,10953.72,0,0
2026-01-14,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-14,SKU012,Home Decor,Table,24.57,215709.12,0,0
2026-01-14,SKU013,Kitchen,Cushion,13.04,75081.45,0,0
2026-01-14,SKU014,Lighting,Cookware,19.33,43893.6,0,0
2026-01-14,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-14,SKU016,Furniture,Shelf,13.55,29360.41,0,0
2026-01-14,SKU017,Home Decor,Cabinet,13.68,115969.74,0,0
2026-01-14,SKU018,Kitchen,Rug,23.47,130854.87,0,0
2026-01-14,SKU019,Lighting,Organizer,16.4,79045.54,0,0
2026-01-14,SKU020,Storage,Sofa,13.44,52382.94,0,0
2026-01-14,SKU021,Furniture,Chair,8.1,62461.37,0,0
2026-01-14,SKU022,Home Decor,Table,9.86,45326.72,0,0
2026-01-14,SKU023,Kitchen,Cushion,14.87,21066.92,0,0
2026-01-14,SKU024,Lighting,Cookware,11.75,20784.22,0,0
2026-01-14,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-14,SKU026,Furniture,Shelf,22.04,241107.46,0,0
2026-01-14,SKU027,Home Decor,Cabinet,24.03,204653.9,0,0
2026-01-14,SKU028,Kitchen,Rug,4.78,16653.95,0,0
2026-01-14,SKU029,Lighting,Organizer,15.13,176150.27,0,0
2026-01-14,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-14,SKU031,Furniture,Chair,17.77,154882.08,0,0
2026-01-14,SKU032,Home Decor,Table,9.07,50906.19,0,0
2026-01-14,SKU033,Kitchen,Cushion,17.24,61339.92,0,0
2026-01-14,SKU034,Lighting,Cookware,18.49,28070.41,0,0
2026-01-14,SKU035,Storage,Lamp,20.66,224578.13,0,0
2026-01-14,SKU036,Furniture,Shelf,4.72,26842.64,0,0
2026-01-14,SKU037,Home Decor,Cabinet,22.9,62915.92,0,0
2026-01-14,SKU038,Kitchen,Rug,7.88,31118.91,0,0
2026-01-14,SKU039,Lighting,Organizer,3.11,22139.93,0,0
2026-01-14,SKU040,Storage,Sofa,14.01,34332.35,0,0
2026-01-14,SKU041,Furniture,Chair,10.64,109982.81,0,0
2026-01-14,SKU042,Home Decor,Table,22.95,211113.15,0,0
2026-01-14,SKU043,Kitchen,Cushion,21.52,188208.97,0,0
2026-01-14,SKU044,Lighting,Cookware,8.85,47898.68,0,0
2026-01-14,SKU045,Storage,Lamp,23.55,180788.17,0,0
2026-01-14,SKU046,Furniture,Shelf,8.62,61853.15,0,0
2026-01-14,SKU047,Home Decor,Cabinet,13.78,109388.67,0,0
2026-01-14,SKU048,Kitchen,Rug,7.99,11022.6,0,0
2026-01-14,SKU049,Lighting,Organizer,24.0,125360.88,0,0
2026-01-14,SKU050,Storage,Sofa,6.65,5870.09,0,0
2026-01-15,SKU001,Furniture,Chair,13.23,48475.38,0,0
2026-01-15,SKU002,Home Decor,Table,8.97,34137.04,0,0
2026-01-15,SKU003,Kitchen,Cushion,5.31,42895.4,0,0
2026-01-15,SKU004,Lighting,Cookware,4.48,30739.83,0,0
2026-01-15,SKU005,Storage,Lamp,16.47,156353.33,0,0
2026-01-15,SKU006,Furniture,Shelf,6.49,52608.2,0,0
2026-01-15,SKU007,Home Decor,Cabinet,23.45,119925.41,0,0
2026-01-15,SKU008,Kitchen,Rug,16.0,157482.24,0,0
2026-01-15,SKU009,Lighting,Organizer,10.57,24700.93,0,0
2026-01-15,SKU010,Storage,Sofa,16.29,10807.76,0,0
2026-01-15,SKU011,Furniture,Chair,2.9,4189.22,0,0
2026-01-15,SKU012,Home Decor,Table,24.86,218255.14,0,0
2026-01-15,SKU013,Kitchen,Cushion,12.94,74505.67,0,0
2026-01-15,SKU014,Lighting,Cookware,19.0,43144.25,0,0
2026-01-15,SKU015,Storage,Lamp,4.02,24972.72,0,0
2026-01-15,SKU016,Furniture,Shelf,13.74,29772.11,0,0
2026-01-15,SKU017,Home Decor,Cabinet,13.68,115969.74,0,0
2026-01-15,SKU018,Kitchen,Rug,23.38,130353.09,0,0
2026-01-15,SKU019,Lighting,Organizer,16.15,77840.58,0,0
2026-01-15,SKU020,Storage,Sofa,13.51,52655.77,0,0
2026-01-15,SKU021,Furniture,Chair,8.06,62152.92,0,0
2026-01-15,SKU022,Home Decor,Table,9.87,45372.69,0,0
2026-01-15,SKU023,Kitchen,Cushion,14.82,20996.09,0,0
2026-01-15,SKU024,Lighting,Cookware,11.71,20713.47,0,0
2026-01-15,SKU025,Storage,Lamp,2.9,33518.23,0,0
2026-01-15,SKU026,Furniture,Shelf,20.97,229402.15,0,0
2026-01-15,SKU027,Home Decor,Cabinet,24.04,204739.06,0,0
2026-01-15,SKU028,Kitchen,Rug,4.78,16653.95,0,0
2026-01-15,SKU029,Lighting,Organizer,15.09,175684.57,0,0
2026-01-15,SKU030,Storage,Sofa,4.57,43111.14,0,0
2026-01-15,SKU031,Furniture,Chair,17.58,153226.05,0,0
2026-01-15,SKU032,Home Decor,Table,9.07,50906.19,0,0
2026-01-15,SKU033,Kitchen,Cushion,16.88,60059.04,0,0
2026-01-15,SKU034,Lighting,Cookware,18.49,28070.41,0,0
2026-01-15,SKU035,Storage,Lamp,20.1,218490.82,0,0
2026-01-15,SKU036,Furniture,Shelf,4.75,27013.25,0,0
2026-01-15,SKU037,Home Decor,Cabinet,22.53,61899.37,0,0
2026-01-15,SKU038,Kitchen,Rug,7.84,30960.94,0,0
2026-01-15,SKU039,Lighting,Organizer,3.11,22139.93,0,0
2026-01-15,SKU040,Storage,Sofa,14.3,35043.01,0,0
2026-01-15,SKU041,Furniture,Chair,10.57,109259.24,0,0
2026-01-15,SKU042,Home Decor,Table,22.62,208077.53,0,0
2026-01-15,SKU043,Kitchen,Cushion,21.62,189083.55,0,0
2026-01-15,SKU044,Lighting,Cookware,8.98,48602.27,0,0
2026-01-15,SKU045,Storage,Lamp,23.56,180864.94,0,0
2026-01-15,SKU046,Furniture,Shelf,8.6,61709.64,0,0
2026-01-15,SKU047,Home Decor,Cabinet,14.51,115183.57,0,0
2026-01-15,SKU048,Kitchen,Rug,7.89,10884.65,0,0
2026-01-15,SKU049,Lighting,Organizer,23.95,125099.71,0,0
2026-01-15,SKU050,Storage,Sofa,6.65,5870.09,0,0
2026-01-16,SKU001,Furniture,Chair,13.14,48145.62,0,0
2026-01-16,SKU002,Home Decor,Table,8.99,34213.15,0,0
2026-01-16,SKU003,Kitchen,Cushion,5.32,42976.18,0,0
2026-01-16,SKU004,Lighting,Cookware,4.57,31357.37,0,0
2026-01-16,SKU005,Storage,Lamp,16.76,159106.37,0,0
2026-01-16,SKU006,Furniture,Shelf,6.91,56012.74,0,0
2026-01-16,SKU007,Home Decor,Cabinet,23.2,118646.89,0,0
2026-01-16,SKU008,Kitchen,Rug,16.1,158466.5,0,0
2026-01-16,SKU009,Lighting,Organizer,10.55,24654.19,0,0
2026-01-16,SKU010,Storage,Sofa,16.82,11159.4,0,0
2026-01-16,SKU011,Furniture,Chair,2.91,4203.67,0,0
2026-01-16,SKU012,Home Decor,Table,24.97,219220.87,0,0
2026-01-16,SKU013,Kitchen,Cushion,13.08,75311.76,0,0
2026-01-16,SKU014,Lighting,Cookware,19.43,44120.67,0,0
2026-01-16,SKU015,Storage,Lamp,4.03,25034.84,0,0
2026-01-16,SKU016,Furniture,Shelf,13.73,29750.44,0,0
2026-01-16,SKU017,Home Decor,Cabinet,13.83,117241.34,0,0
2026-01-16,SKU018,Kitchen,Rug,23.44,130687.61,0,0
2026-01-16,SKU019,Lighting,Organizer,16.23,78226.17,0,0
2026-01-16,SKU020,Storage,Sofa,13.71,53435.27,0,0
2026-01-16,SKU021,Furniture,Chair,8.09,62384.26,0,0
2026-01-16,SKU022,Home Decor,Table,10.26,47165.53,0,0
2026-01-16,SKU023,Kitchen,Cushion,14.82,20996.09,0,0
2026-01-16,SKU024,Lighting,Cookware,11.82,20908.04,0,0
2026-01-16,SKU025,Storage,Lamp,2.91,33633.81,0,0
2026-01-16,SKU026,Furniture,Shelf,20.97,229402.15,0,0
2026-01-16,SKU027,Home Decor,Cabinet,24.07,204994.56,0,0
2026-01-16,SKU028,Kitchen,Rug,4.79,16688.79,0,0
2026-01-16,SKU029,Lighting,Organizer,15.23,177314.51,0,0
2026-01-16,SKU030,Storage,Sofa,4.58,43205.48,0,0
2026-01-16,SKU031,Furniture,Chair,17.64,153749.01,0,0
2026-01-16,SKU032,Home Decor,Table,9.08,50962.32,0,0
2026-01-16,SKU033,Kitchen,Cushion,17.12,60912.96,0,0
2026-01-16,SKU034,Lighting,Cookware,18.6,28237.4,0,0
2026-01-16,SKU035,Storage,Lamp,20.1,218490.82,0,0
2026-01-16,SKU036,Furniture,Shelf,4.69,26672.03,0,0
2026-01-16,SKU037,Home Decor,Cabinet,22.53,61899.37,0,0
2026-01-16,SKU038,Kitchen,Rug,7.83,30921.45,0,0
2026-01-16,SKU039,Lighting,Organizer,3.12,22211.12,0,0
2026-01-16,SKU040,Storage,Sofa,14.38,35239.05,0,0
2026-01-16,SKU041,Furniture,Chair,10.75,111119.85,0,0
2026-01-16,SKU042,Home Decor,Table,22.69,208721.45,0,0
2026-01-16,SKU043,Kitchen,Cushion,21.57,188646.26,0,0
2026-01-16,SKU044,Lighting,Cookware,9.41,50929.55,0,0
2026-01-16,SKU045,Storage,Lamp,24.71,189693.23,0,0
2026-01-16,SKU046,Furniture,Shelf,8.64,61996.67,0,0
2026-01-16,SKU047,Home Decor,Cabinet,13.97,110896.93,0,0
